Long,Lat,Name,Date,Size,Type,Symbol,Details,DateTime,Location1,Electaion,Height,Delivery,Purpose,Sponsor,Yield,x_coord,y_coord,Notes,field,Nuclear,URL
-89.57001000000000,31.14229000000010,USA: Whetstone / Salmon,22 Oct 1964,5kt,Nuclear testing database/USA's Tests/Whetstone Series/USA: Whetstone/Salmon/USA: Whetstone ,4,USA: Whetstone / Salmon  Vela Uniform,22 Oct 1964  16:00:00.0 UTC,"Salmon Site,  near Lumberton,  Mississippi, ",74m,-830m,Underground shaft,Joint verification,Sponsor: UCRL,5kt,-89.5700099999999,31.14229,Project Vela Uniform/Dribble. Exploded in Tatum salt dome detection of undergroud tests.,,Yes,http://en.wikipedia.org/wiki/Salmon_Site
-116.20206000000000,37.18399000000010,USA: Hardtack II / Logan,16 Oct 1958,5kt,Nuclear testing database/USA's Tests/Hardtack II Series/USA: Hardtack II/Logan/USA: Hardtack II ,4,USA: Hardtack II / Logan,16 Oct 1958  06:00:00.14 UTC,"NTS,  Area 12 (Rainer Mesa): A12e.02",,-283.58m,Underground tunnel,Weapon Development,Sponsor: UCRL,5kt,-116.202059999999,37.18399,ABM warhead test-  small (28.6 kg  28cm x 29cm) kiloton-range device -  successful,,Yes,
-138.84901000000000,-21.800060000000000,France: 1978 / Pylade,22 Mar 1978,5kt,Nuclear testing database/France's Tests/1978 Series/France: 1978/Pylade/France: 1978,4,France: 1978 / Pylade,22 Mar 1978  17:00:30.5 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Carnelia",,,Underground shaft,Weapon Development,,5kt,-138.849009999999,-21.8000599999999,Device Type: ?,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.84600000000000,-21.802410000000000,France: 1979 / Palamède,28 Jul 1979,5kt,Nuclear testing database/France's Tests/1979 Series/France: 1979/Palamède/France: 1979,4,France: 1979 / Palamède,28 Jul 1979  19:00:56.3 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Camelia3",,,Underground shaft,Weapon Development,,5kt,-138.845999999999,-21.8024099999999,Device Type: ?,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.81779000000000,-21.856800000000000,France: 1979 / Pyrrhos,18 Jun 1979,5kt,Nuclear testing database/France's Tests/1979 Series/France: 1979/Pyrrhos/France: 1979,4,France: 1979 / Pyrrhos,18 Jun 1979  23:00:27.7 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Queen2",,,Underground shaft,Weapon Development,,5kt,-138.817789999999,-21.8567999999999,Device Type: ?,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
77.66434370000010,50.37200000000010,USSR: 1953 / 8 (Joe 7?),10 Sep 1953,5kt,Nuclear testing database/USSR's Tests/1953 Series/USSR: 1953/8 (Joe 7?)/USSR: 1953,3,USSR: 1953 / 8 (Joe 7?),10 Sep 1953   UTC,Semiplatinsk Test Site ,,220m,Atmospheric,Weapon Development,Sponsor: KB-11,5kt,77.6643437,50.372,Device Type: ?,,Yes,
-115.94871592100000,37.10000000000010,USA: Plumbbob / Franklin Prime,30 Aug 1957,5kt,Nuclear testing database/USA's Tests/Plumbbob Series/USA: Plumbbob/Franklin Prime/USA: Plumbbob ,3,USA: Plumbbob / Franklin Prime,30 Aug 1957  12:39:59.9 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): B7b,",1250m,230m,Balloon,Weapon Development,Sponsor: LASL,5kt,-115.948715920999,37.1,Device Type: Implosion,uranium coreRetest of Franklin with more U-235.,Yes,
-115.92980000000000,36.79800000000010,USA: Hardtack II / Sanford,26 Oct 1958,5kt,Nuclear testing database/USA's Tests/Hardtack II Series/USA: Hardtack II/Sanford/USA: Hardtack II ,3,USA: Hardtack II / Sanford,26 Oct 1958  10:00:20.1 UTC,"NTS,  Area 5,  11 (Frenchman Flats): 5,",960m,460m,Balloon,Weapon Development,Sponsor: UCRL,5kt,-115.929799999999,36.798, Wrangell,Device Type: Primary stageDevice: XW-47 pr ? CanaryFull yield test successful similar to Vesta Oberon,Yes,
162.35106000000000,11.540610000000100,USA: Hardtack I / Sequoia,1 Jul 1958,5kt,Nuclear testing database/USA's Tests/Hardtack I Series/USA: Hardtack I/Sequoia/USA: Hardtack I ,3,USA: Hardtack I / Sequoia,1 Jul 1958  18:00:30.1 UTC,"Enewetak,  Runit (Yvonne) ",0m,2m,Barge,Weapon Development,Sponsor: LASL,5kt,162.35106,11.54061,Device Type: Primary stage,,Yes,http://en.wikipedia.org/wiki/Operation_Hardtack_I
54.60000000000010,70.70300000000000,USSR: 1961 / 122 Korall 1,23 Oct 1961,5kt,Nuclear testing database/USSR's Tests/1961 Series/USSR: 1961/122 Korall 1/USSR: 1961,4,USSR: 1961 / 122 Korall 1,23 Oct 1961  08:31:22.1 UTC,"Novaya-Zemlya,  Chernaya Bay ",-33m,-20m,Underwater,Weapon effect,Sponsor: KB-11,5kt,54.6,70.703,Device: RDS-9,,Yes,http://en.wikipedia.org/wiki/Novaya_Zemlya
-116.03857000000000,37.118430000000000,USA: Nougat / Black,27 Apr 1962,5kt,Nuclear testing database/USA's Tests/Nougat Series/USA: Nougat/Black/USA: Nougat ,4,USA: Nougat / Black,27 Apr 1962  18:00:00.16 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U9p,",1259m,-217.63m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.038569999999,37.11843,Venting: 0Ci,detectedDevice: XW-55TN mockup,Yes,
-116.04022000000000,37.118660000000000,USA: Storax / York,24 Aug 1962,5kt,Nuclear testing database/USA's Tests/Storax Series/USA: Storax/York/USA: Storax ,4,USA: Storax / York,24 Aug 1962  15:00:00.15 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U9z,",1256m,-226.47m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.040219999999,37.11866,Venting: 0kCi, detected,Yes,
-116.04809000000000,37.12256000000010,USA: Nougat / Eel,19 May 1962,5kt,Nuclear testing database/USA's Tests/Nougat Series/USA: Nougat/Eel/USA: Nougat ,4,USA: Nougat / Eel,19 May 1962  15:00:00.16 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U9m,",1253m,-217.63m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.048089999999,37.12256,Venting: 1.9Mci, detected on siteSuccessful,Yes,
-116.05095000000000,37.13449000000000,USA: Latchkey / Ajax,11 Nov 1966,5kt,Nuclear testing database/USA's Tests/Latchkey Series/USA: Latchkey/Ajax/USA: Latchkey ,4,USA: Latchkey / Ajax,11 Nov 1966  12:00:00.14 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U9al,",1254m,-238.45m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.050949999999,37.13449,Venting: 1Ci, detected on site,Yes,
-116.02523000000000,37.01097000000000,USA: Arbor / Bernal,28 Nov 1973,5kt,Nuclear testing database/USA's Tests/Arbor Series/USA: Arbor/Bernal/USA: Arbor ,4,USA: Arbor / Bernal,28 Nov 1973  15:00:30.08 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3jy,",1183m,-285.29m,Underground shaft,Weapon Development,Sponsor: LASL,5kt,-116.025229999999,37.01097,Venting: 1Ci, detected,Yes,http://en.wikipedia.org/wiki/Operation_Arbor
-115.98878000000000,37.02063000000000,USA: Julin / Divider,23 Sep 1992,5kt,Nuclear testing database/USA's Tests/Julin Series/USA: Julin/Divider/USA: Julin ,4,USA: Julin / Divider,23 Sep 1992  15:00:04.0 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3ml,",1208m,-426m,Underground shaft,Weapon Development,Sponsor: LASL,5kt,-115.988779999999,37.02063,Venting: 1Ci, detectedLast U.S. nuclear test; test to ensure safety of deterrent forces.,Yes,
-115.94159000000000,36.88740000000010,USA: Flintlock / Pin Stripe,25 Apr 1966,5kt,Nuclear testing database/USA's Tests/Flintlock Series/USA: Flintlock/Pin Stripe/USA: Flintlock ,4,USA: Flintlock / Pin Stripe,25 Apr 1966  18:00:38.14 UTC,"NTS,  Area 5,  11 (Frenchman Flats): U11b,",1066m,-295.66m,Underground shaft,Weapon effect,Sponsor: DOD,5kt,-115.941589999999,36.8874,Venting: 210kCi, detected off site,Yes,
-116.12365000000000,37.11447000000000,USA: Praetorian / Caboc,16 Dec 1981,5kt,Nuclear testing database/USA's Tests/Praetorian Series/USA: Praetorian/Caboc/USA: Praetorian ,4,USA: Praetorian / Caboc,16 Dec 1981  21:00:05.09 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U2cp,",1348m,-335m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.123649999999,37.11447,Venting: 3Ci, detected,Yes,
54.92700000000010,73.40900000000010,USSR: 1977 / 471,9 Oct 1977,5kt,Nuclear testing database/USSR's Tests/1977 Series/USSR: 1977/471/USSR: 1977,4,USSR: 1977 / 471,9 Oct 1977  10:59:58.12 UTC,"Novaya-Zemlya,  North Site ( around Matochkin Shar): A-7P",,-160m,Underground tunnel,Weapon Development,Sponsor: KB-11,5kt,54.927,73.409,Venting: 3kCi, detected off site,Yes,http://en.wikipedia.org/wiki/Novaya_Zemlya
-115.94982000000000,36.817980000000000,USA: Whetstone / Wishbone,18 Feb 1965,5kt,Nuclear testing database/USA's Tests/Whetstone Series/USA: Whetstone/Wishbone/USA: Whetstone ,4,USA: Whetstone / Wishbone,18 Feb 1965  16:18:47.15 UTC,"NTS,  Area 5,  11 (Frenchman Flats): U5a,",913m,-179.22m,Underground shaft,Weapon effect,Sponsor: UCRL,5kt,-115.949819999999,36.81798,Venting: 6.9kCi, detected on site,Yes,
-116.04476000000000,37.13098000000010,USA: Niblick / Eagle,12 Dec 1963,5kt,Nuclear testing database/USA's Tests/Niblick Series/USA: Niblick/Eagle/USA: Niblick ,4,USA: Niblick / Eagle,12 Dec 1963  16:00:02.15 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U9av,",1254m,-164.59m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.044759999999,37.13098,Venting: 760Ci, detected off site,Yes,
-115.92936000000000,36.87718000000010,USA: Mandrel / Minute Steak,12 Sep 1969,5kt,Nuclear testing database/USA's Tests/Mandrel Series/USA: Mandrel/Minute Steak/USA: Mandrel ,4,USA: Mandrel / Minute Steak,12 Sep 1969  18:00:22.42 UTC,"NTS,  Area 5,  11 (Frenchman Flats): U11f,",1007m,-264.26m,Underground shaft,Weapon effect,Sponsor: UCRL,5kt,-115.929359999999,36.87718,Venting: 8.4kCi, detected on site,Yes,
-116.03592000000000,37.04459000000000,USA: Nougat / Stoat,9 Jan 1962,5kt,Nuclear testing database/USA's Tests/Nougat Series/USA: Nougat/Stoat/USA: Nougat ,4,USA: Nougat / Stoat,9 Jan 1962  16:00:30.14 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3ap,",1198m,-302.33m,Underground shaft,Weapon Development,Sponsor: LASL,5kt,-116.035919999999,37.04459,,similar to Agouti Armadillo Ermine Chinchilla I/IIVenting: 8Ci detected on sitePerformed as expected 1st in series to develop new multi-point detonation system,Yes,
-116.12267000000000,37.12850000000000,USA: Cornerstone / Kawich-D-Red,24 Feb 1989,5kt,Nuclear testing database/USA's Tests/Cornerstone Series/USA: Cornerstone/Kawich-D-Red/USA: Cornerstone ,4,USA: Cornerstone / Kawich-D-Red,24 Feb 1989  16:00:15.081 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U2cu,",1352m,-370m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.122669999999,37.1285,Venting: Ci, detectedSimultaneous same hole with black,Yes,
-116.08946000000000,37.126550000000100,USA: Tinderbox / Tarko,28 Feb 1980,5kt,Nuclear testing database/USA's Tests/Tinderbox Series/USA: Tinderbox/Tarko/USA: Tinderbox ,4,USA: Tinderbox / Tarko,28 Feb 1980  15:00:00.093 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U2fd,",1280m,-369m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.089459999999,37.12655,Venting: Ci, detected,Yes,
-116.05437000000000,37.14926000000000,USA: Storax / Santee,27 Oct 1962,5kt,Nuclear testing database/USA's Tests/Storax Series/USA: Storax/Santee/USA: Storax ,4,USA: Storax / Santee,27 Oct 1962  15:00:00.15 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U10f,",1270m,-319.43m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.054369999999,37.14926,Venting: Ci, detected,Yes,
-116.03405000000000,37.05937000000010,USA: Niblick / Bonefish,18 Feb 1964,5kt,Nuclear testing database/USA's Tests/Niblick Series/USA: Niblick/Bonefish/USA: Niblick ,4,USA: Niblick / Bonefish,18 Feb 1964  15:37:19.12 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3bt,",1207m,-300.76m,Underground shaft,Weapon Development,Sponsor: LASL,5kt,-116.034049999999,37.05937,Venting: Ci, detected,Yes,
-116.03713000000000,37.023420000000000,USA: Bedrock / Puye,14 Aug 1974,5kt,Nuclear testing database/USA's Tests/Bedrock Series/USA: Bedrock/Puye/USA: Bedrock ,4,USA: Bedrock / Puye,14 Aug 1974  14:00:00.11 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3jl,",1188m,-430.08m,Underground shaft,Weapon Development,Sponsor: LASL,5kt,-116.037129999999,37.02342,Venting: detected,,Yes,http://en.wikipedia.org/wiki/Operation_Bedrock
-116.02186000000000,37.04389000000000,USA: Storax / Hyrax,14 Sep 1962,5kt,Nuclear testing database/USA's Tests/Storax Series/USA: Storax/Hyrax/USA: Storax ,4,USA: Storax / Hyrax,14 Sep 1962  17:00:10.12 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3bh,",1197m,-216.69m,Underground shaft,Weapon Development,Sponsor: LASL,5kt,-116.021859999999,37.04389,Venting: detected,,Yes,
-116.01741000000000,37.00759000000010,USA: Cresset / Bobstay,26 Oct 1977,5kt,Nuclear testing database/USA's Tests/Cresset Series/USA: Cresset/Bobstay/USA: Cresset ,4,USA: Cresset / Bobstay,26 Oct 1977  14:00:15.08 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3jb,",1180m,-381.3m,Underground shaft,Weapon Development,Sponsor: LASL,5kt,-116.017409999999,37.00759,Venting: detected,,Yes,
-116.03014000000000,37.037360000000000,USA: Flintlock / Finfoot,7 Mar 1966,5kt,Nuclear testing database/USA's Tests/Flintlock Series/USA: Flintlock/Finfoot/USA: Flintlock ,4,USA: Flintlock / Finfoot,7 Mar 1966  18:00:41.07 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3du,",1193m,-195.54m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.030139999999,37.03736,Venting: detected on sitesimultaneous, separate,Yes,
-116.14203000000000,37.139410000000100,USA: Flintlock / Stutz,6 Apr 1966,5kt,Nuclear testing database/USA's Tests/Flintlock Series/USA: Flintlock/Stutz/USA: Flintlock ,4,USA: Flintlock / Stutz,6 Apr 1966  13:57:17.1 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U2ca,",1458m,-225.34m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.142029999999,37.13941,Venting: i, detected,Yes,
-116.12176000000000,37.107560000000000,USA: Cornerstone / Palisade-1,15 May 1989,5kt,Nuclear testing database/USA's Tests/Cornerstone Series/USA: Cornerstone/Palisade-1/USA: Cornerstone,4,USA: Cornerstone / Palisade-1,15 May 1989  13:00:10.087 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U4at,",1338m,-345.22m,Underground shaft,Weapon Development,Sponsor: UCRL,5kt,-116.121759999999,37.10756,Venting: i, detectedSimultaneous same hole.,Yes,
-116.02487000000000,36.99143000000000,USA: Arbor / Pajara,12 Dec 1973,5kt,Nuclear testing database/USA's Tests/Arbor Series/USA: Arbor/Pajara/USA: Arbor ,4,USA: Arbor / Pajara,12 Dec 1973  19:00:00.1 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3ji,",1175m,-278.17m,Underground shaft,Weapon Development,Sponsor: LASL,5kt,-116.024869999999,36.99143,Venting: i, detected,Yes,http://en.wikipedia.org/wiki/Operation_Arbor
-138.99582000000000,-21.883990000000000,France: 1978 / Arès,19 Jul 1978,5kt,Nuclear testing database/France's Tests/1978 Series/France: 1978/Arès/France: 1978,4,France: 1978 / Arès,19 Jul 1978  18:00:00 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Coucou1",,,Underground shaft,Weapon Development,,5kt,-138.995819999999,-21.8839899999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.95231000000000,-21.88318000000000,France: 1984 / Démophon,8 May 1984,5kt,Nuclear testing database/France's Tests/1984 Series/France: 1984/Démophon/France: 1984,4,France: 1984 / Démophon,8 May 1984  17:00:26 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Ara7",,,Underground shaft,Weapon Development,,5kt,-138.952309999999,-21.8831799999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.93358000000000,-21.873939999999900,France: 1984 / Machaon,27 Oct 1984,5kt,Nuclear testing database/France's Tests/1984 Series/France: 1984/Machaon/France: 1984,4,France: 1984 / Machaon,27 Oct 1984  17:00:16.4 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Fuschia4",,,Underground shaft,Weapon Development,,5kt,-138.933579999999,-21.8739399999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.92930000000000,-21.872184999999900,France: 1986 / Céto,6 May 1986,5kt,Nuclear testing database/France's Tests/1986 Series/France: 1986/Céto/France: 1986,4,France: 1986 / Céto,6 May 1986  16:00:58 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Fuschia5",,,Underground shaft,Weapon Development,,5kt,-138.929299999999,-21.8721849999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.92852,-21.87100000000000,France: 1986 / Pénéléos,6 Dec 1986,5kt,Nuclear testing database/France's Tests/1986 Series/France: 1986/Pénéléos/France: 1986,4,France: 1986 / Pénéléos,6 Dec 1986  17:00:10 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Fuschia6",,,Underground shaft,Weapon Development,,5kt,-138.928519999999,-21.8709999999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.91395000000000,-21.86664000000000,France: 1986 / Hésione,10 Nov 1986,5kt,Nuclear testing database/France's Tests/1986 Series/France: 1986/Hésione/France: 1986,4,France: 1986 / Hésione,10 Nov 1986  16:00:58 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Yvonne4",,,Underground shaft,Weapon Development,,5kt,-138.913949999999,-21.8666399999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.89390000000000,-21.845189999999900,France: 1988 / Antigone,16 Jun 1988,5kt,Nuclear testing database/France's Tests/1988 Series/France: 1988/Antigone/France: 1988,4,France: 1988 / Antigone,16 Jun 1988  17:00:15 UTC,"Moruroa Atoll lagoon,  Areas 5-7: Nerite4",0m,,Underground shaft,Weapon Development,,5kt,-138.893899999999,-21.8451899999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.88091000000000,-21.870269999999900,France: 1986 / Sthénélos,27 May 1986,5kt,Nuclear testing database/France's Tests/1986 Series/France: 1986/Sthénélos/France: 1986,4,France: 1986 / Sthénélos,27 May 1986  17:00:15 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Ursula1",,,Underground shaft,Weapon Development,,5kt,-138.880909999999,-21.8702699999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.87507,-21.85228000000000,France: 1987 / Dircé,6 Jun 1987,5kt,Nuclear testing database/France's Tests/1987 Series/France: 1987/Dircé/France: 1987,4,France: 1987 / Dircé,6 Jun 1987  18:00:00.7 UTC,"Moruroa Atoll lagoon,  Areas 5-7: Pieurve3",0m,,Underground shaft,Weapon Development,,5kt,-138.875069999999,-21.8522799999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.87507,-21.85828000000000,France: 1985 / Erginos,7 Jun 1985,5kt,Nuclear testing database/France's Tests/1985 Series/France: 1985/Erginos/France: 1985,4,France: 1985 / Erginos,7 Jun 1985  17:00:40 UTC,"Moruroa Atoll lagoon,  Areas 5-7: Pieuvre1",0m,,Underground shaft,Weapon Development,,5kt,-138.875069999999,-21.8582799999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.86661000000000,-21.851600000000000,France: 1987 / Jocaste,5 May 1987,5kt,Nuclear testing database/France's Tests/1987 Series/France: 1987/Jocaste/France: 1987,4,France: 1987 / Jocaste,5 May 1987  16:05:81.3 UTC,"Moruroa Atoll lagoon,  Areas 5-7: Requin4",0m,,Underground shaft,Weapon Development,,5kt,-138.866609999999,-21.8515999999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.86661000000000,-21.845599999999900,France: 1987 / Danaé,29 Nov 1987,5kt,Nuclear testing database/France's Tests/1987 Series/France: 1987/Danaé/France: 1987,4,France: 1987 / Danaé,29 Nov 1987  17:00:59 UTC,"Moruroa Atoll lagoon,  Areas 5-7: Requin6",0m,,Underground shaft,Weapon Development,,5kt,-138.866609999999,-21.8455999999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.86661000000000,-21.842599999999900,France: 1990 / Mégapentes,7 Jun 1990,5kt,Nuclear testing database/France's Tests/1990 Series/France: 1990/Mégapentes/France: 1990,4,France: 1990 / Mégapentes,7 Jun 1990  17:00:30 UTC,"Moruroa Atoll lagoon,  Areas 5-7: Requin7",0m,,Underground shaft,Weapon Development,,5kt,-138.866609999999,-21.8425999999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.86537000000000,-21.786210000000000,France: 1980 / Adraste,3 Mar 1980,5kt,Nuclear testing database/France's Tests/1980 Series/France: 1980/Adraste/France: 1980,4,France: 1980 / Adraste,3 Mar 1980  17:00:56 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Edith5",,,Underground shaft,Weapon Development,,5kt,-138.865369999999,-21.7862099999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.86477000000000,-21.87441999999990,France: 1977 / Ulysse B,19 Feb 1977,5kt,Nuclear testing database/France's Tests/1977 Series/France: 1977/Ulysse B/France: 1977,4,France: 1977 / Ulysse B,19 Feb 1977  23:00:30.4 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Dahlia1",,,Underground shaft,Weapon Development,,5kt,-138.864769999999,-21.8744199999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.86415,-21.786920000000000,France: 1981 / Eryx,11 Jul 1981,5kt,Nuclear testing database/France's Tests/1981 Series/France: 1981/Eryx/France: 1981,4,France: 1981 / Eryx,11 Jul 1981  17:00:17 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Edith7",,,Underground shaft,Weapon Development,,5kt,-138.86415,-21.7869199999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.85999000000000,-21.79041000000000,France: 1977 / Oreste,12 Nov 1977,5kt,Nuclear testing database/France's Tests/1977 Series/France: 1977/Oreste/France: 1977,4,France: 1977 / Oreste,12 Nov 1977  01:00:30 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Francoise2",,,Underground shaft,Weapon Development,,5kt,-138.859989999999,-21.7904099999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.85891000000000,-21.875420000000000,France: 1980 / Pélops,4 Apr 1980,5kt,Nuclear testing database/France's Tests/1980 Series/France: 1980/Pélops/France: 1980,4,France: 1980 / Pélops,4 Apr 1980  18:00:33.1 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Dahlia4",,,Underground shaft,Weapon Development,,5kt,-138.858909999999,-21.8754199999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.85851000000000,-21.79176999999990,France: 1977 / Laocoon,17 Dec 1977,5kt,Nuclear testing database/France's Tests/1977 Series/France: 1977/Laocoon/France: 1977,4,France: 1977 / Laocoon,17 Dec 1977  22:00:00 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Francois4",,,Underground shaft,Weapon Development,,5kt,-138.858509999999,-21.7917699999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.85497000000000,-21.876030000000000,France: 1984 / Aristée,12 Jun 1984,5kt,Nuclear testing database/France's Tests/1984 Series/France: 1984/Aristée/France: 1984,4,France: 1984 / Aristée,12 Jun 1984  17:00:16 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Dahlia8",,,Underground shaft,Weapon Development,,5kt,-138.854969999999,-21.8760299999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.85063000000000,-21.875930000000000,France: 1986 / Hyllos,26 Apr 1986,5kt,Nuclear testing database/France's Tests/1986 Series/France: 1986/Hyllos/France: 1986,4,France: 1986 / Hyllos,26 Apr 1986  17:00:02.7 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Therese3",,,Underground shaft,Weapon Development,,5kt,-138.850629999999,-21.8759299999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.84749,-21.80107000000000,France: 1978 / Étéocle,17 Dec 1978,5kt,Nuclear testing database/France's Tests/1978 Series/France: 1978/Étéocle/France: 1978,4,France: 1978 / Étéocle,17 Dec 1978  18:00:04 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Camelia2",,,Underground shaft,Weapon Development,,5kt,-138.847489999999,-21.8010699999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.84180000000000,-21.80479000000000,France: 1981 / Brotéas,27 Feb 1981,5kt,Nuclear testing database/France's Tests/1981 Series/France: 1981/Brotéas/France: 1981,4,France: 1981 / Brotéas,27 Feb 1981  23:00:28 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Camelia5",,,Underground shaft,Weapon Development,,5kt,-138.841799999999,-21.8047899999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
